place,Jurisdiction,Age,Females,Males,year
576,Weld County,85+,2302.0,1205,2018.0
577,Brighton,85+,216.0,131,2018.0
578,Castle Pines,85+,48.0,41,2018.0
579,Castle Rock,85+,336.0,219,2018.0
580,Centennial,85+,1019.0,580,2018.0
581,Central City,85+,0.0,10,2018.0
582,Cherry Hills Village,85+,44.0,31,2018.0
583,Columbine Valley,85+,15.0,17,2018.0
584,Commerce City,85+,253.0,186,2018.0
585,Dacono,85+,37.0,8,2018.0
586,Deer Trail,85+,8.0,0,2018.0
587,Edgewater,85+,20.0,0,2018.0
588,Elizabeth,85+,11.0,6,2018.0
589,Empire,85+,4.0,2,2018.0
590,Englewood,85+,642.0,241,2018.0
591,Erie,85+,52.0,101,2018.0
592,Federal Heights,85+,133.0,63,2018.0
593,Firestone,85+,42.0,19,2018.0
594,Fort Lupton,85+,29.0,6,2018.0
595,Foxfield,85+,4.0,2,2018.0
596,Frederick,85+,70.0,7,2018.0
597,Georgetown,85+,22.0,0,2018.0
598,Glendale,85+,20.0,0,2018.0
599,Golden,85+,432.0,109,2018.0
600,Greenwood Village,85+,144.0,153,2018.0
601,Hudson,85+,19.0,0,2018.0
602,Idaho Springs,85+,0.0,0,2018.0
603,Jamestown,85+,0.0,0,2018.0
604,Keenesburg,85+,14.0,4,2018.0
605,Kiowa,85+,6.0,0,2018.0
606,Lafayette,85+,139.0,140,2018.0
607,Lakeside,85+,0.0,0,2018.0
608,Lakewood,85+,2363.0,1091,2018.0
609,Larkspur,85+,5.0,4,2018.0
610,Littleton,85+,892.0,397,2018.0
611,Lone Tree,85+,23.0,50,2018.0
612,Longmont,85+,1152.0,637,2018.0
613,Louisville,85+,278.0,223,2018.0
614,Lyons,85+,11.0,17,2018.0
615,Mead,85+,17.0,16,2018.0
616,Morrison,85+,61.0,23,2018.0
617,Mountain View,85+,5.0,2,2018.0
618,Nederland,85+,0.0,0,2018.0
619,Northglenn,85+,302.0,189,2018.0
620,Parker,85+,133.0,37,2018.0
621,Platteville,85+,12.0,9,2018.0
622,Sheridan,85+,89.0,47,2018.0
623,Silver Plume,85+,5.0,0,2018.0
624,Superior,85+,28.0,5,2018.0
625,Thornton,85+,684.0,365,2018.0
626,Ward,85+,0.0,0,2018.0
627,Westminster,85+,946.0,543,2018.0
628,Wheat Ridge,85+,676.0,487,2018.0
629,Weld County (DRCOG),85+,343.0,239,2018.0
630,Region,85+,31015.0,16846,2018.0
0,Arvada,0-4,3152.0,3199,2010.0
1,Aurora,0-4,13069.0,14822,2010.0
2,Bennett,0-4,55.0,133,2010.0
3,Black Hawk,0-4,0.0,9,2010.0
4,Boulder City,0-4,1852.0,2150,2010.0
5,Adams County,0-4,18508.0,19375,2010.0
6,Arapahoe County,0-4,19399.0,20611,2010.0
7,Boulder County,0-4,8195.0,8630,2010.0
8,Broomfield City/County,0-4,1940.0,1942,2010.0
9,Clear Creek County,0-4,212.0,261,2010.0
10,Denver City/County,0-4,21013.0,21924,2010.0
11,Douglas County,0-4,11034.0,11468,2010.0
12,Gilpin County,0-4,125.0,120,2010.0
13,Jefferson County,0-4,14887.0,15760,2010.0
14,Bow Mar,0-4,18.0,35,2010.0
15,Weld County,0-4,9771.0,10268,2010.0
16,Brighton,0-4,1603.0,1328,2010.0
17,Castle Pines,0-4,169.0,103,2010.0
18,Castle Pines North,0-4,536.0,366,2010.0
19,Castle Rock,0-4,2177.0,2371,2010.0
20,Centennial,0-4,2359.0,2776,2010.0
21,Central City,0-4,17.0,0,2010.0
22,Cherry Hills Village,0-4,137.0,123,2010.0
23,Columbine Valley,0-4,15.0,15,2010.0
24,Commerce City,0-4,2753.0,2415,2010.0
25,Dacono,0-4,90.0,286,2010.0
26,Deer Trail,0-4,0.0,21,2010.0
27,Edgewater,0-4,124.0,291,2010.0
28,Elizabeth,0-4,73.0,100,2010.0
29,Empire,0-4,7.0,5,2010.0
30,Englewood,0-4,1111.0,815,2010.0
31,Erie,0-4,655.0,715,2010.0
32,Federal Heights,0-4,600.0,496,2010.0
33,Firestone,0-4,590.0,466,2010.0
34,Fort Lupton,0-4,289.0,372,2010.0
35,Foxfield,0-4,13.0,4,2010.0
36,Frederick,0-4,452.0,292,2010.0
37,Georgetown,0-4,13.0,42,2010.0
38,Glendale,0-4,202.0,74,2010.0
39,Golden,0-4,304.0,563,2010.0
40,Greenwood Village,0-4,166.0,216,2010.0
41,Hudson,0-4,80.0,90,2010.0
42,Idaho Springs,0-4,30.0,72,2010.0
43,Jamestown,0-4,0.0,0,2010.0
44,Keenesburg,0-4,32.0,36,2010.0
45,Kiowa,0-4,11.0,6,2010.0
46,Lafayette,0-4,875.0,1104,2010.0
47,Lakeside,0-4,0.0,0,2010.0
48,Lakewood,0-4,4003.0,4175,2010.0
49,Larkspur,0-4,11.0,17,2010.0
50,Littleton,0-4,1150.0,1214,2010.0
51,Lone Tree,0-4,389.0,270,2010.0
52,Longmont,0-4,3380.0,3118,2010.0
53,Louisville,0-4,627.0,567,2010.0
54,Lyons,0-4,61.0,63,2010.0
55,Mead,0-4,128.0,48,2010.0
56,Morrison,0-4,0.0,0,2010.0
57,Mountain View,0-4,0.0,28,2010.0
58,Nederland,0-4,99.0,47,2010.0
59,Northglenn,0-4,1351.0,1565,2010.0
60,Parker,0-4,2132.0,2024,2010.0
61,Platteville,0-4,113.0,112,2010.0
62,Sheridan,0-4,274.0,171,2010.0
63,Silver Plume,0-4,10.0,0,2010.0
64,Superior,0-4,297.0,439,2010.0
65,Thornton,0-4,4743.0,4847,2010.0
66,Ward,0-4,0.0,0,2010.0
67,Westminster,0-4,3824.0,3822,2010.0
68,Wheat Ridge,0-4,617.0,832,2010.0
69,Weld County (DRCOG),0-4,2355.0,2208,2010.0
70,Region,0-4,105641.0,110925,2010.0
0,Arvada,5-9,3395.0,3107,2010.0
1,Aurora,5-9,11506.0,13287,2010.0
2,Bennett,5-9,96.0,104,2010.0
3,Black Hawk,5-9,0.0,0,2010.0
4,Boulder City,5-9,2105.0,1971,2010.0
5,Adams County,5-9,16867.0,17665,2010.0
6,Arapahoe County,5-9,19466.0,21645,2010.0
7,Boulder County,5-9,8741.0,9183,2010.0
8,Broomfield City/County,5-9,2028.0,1845,2010.0
9,Clear Creek County,5-9,172.0,207,2010.0
10,Denver City/County,5-9,17979.0,17693,2010.0
11,Douglas County,5-9,13133.0,12246,2010.0
12,Gilpin County,5-9,112.0,129,2010.0
13,Jefferson County,5-9,15507.0,16376,2010.0
14,Bow Mar,5-9,42.0,20,2010.0
15,Weld County,5-9,10533.0,10360,2010.0
16,Brighton,5-9,1168.0,1430,2010.0
17,Castle Pines,5-9,115.0,154,2010.0
18,Castle Pines North,5-9,611.0,482,2010.0
19,Castle Rock,5-9,2203.0,2050,2010.0
20,Centennial,5-9,3683.0,3607,2010.0
21,Central City,5-9,18.0,13,2010.0
22,Cherry Hills Village,5-9,202.0,254,2010.0
23,Columbine Valley,5-9,44.0,35,2010.0
24,Commerce City,5-9,2128.0,2144,2010.0
25,Dacono,5-9,367.0,165,2010.0
26,Deer Trail,5-9,2.0,13,2010.0
27,Edgewater,5-9,238.0,228,2010.0
28,Elizabeth,5-9,72.0,45,2010.0
29,Empire,5-9,0.0,0,2010.0
30,Englewood,5-9,772.0,949,2010.0
31,Erie,5-9,650.0,934,2010.0
32,Federal Heights,5-9,316.0,415,2010.0
33,Firestone,5-9,530.0,556,2010.0
34,Fort Lupton,5-9,290.0,456,2010.0
35,Foxfield,5-9,21.0,55,2010.0
36,Frederick,5-9,365.0,404,2010.0
37,Georgetown,5-9,45.0,35,2010.0
38,Glendale,5-9,87.0,100,2010.0
39,Golden,5-9,336.0,574,2010.0
40,Greenwood Village,5-9,472.0,453,2010.0
41,Hudson,5-9,43.0,50,2010.0
42,Idaho Springs,5-9,16.0,99,2010.0
43,Jamestown,5-9,2.0,11,2010.0
44,Keenesburg,5-9,82.0,76,2010.0
45,Kiowa,5-9,59.0,38,2010.0
46,Lafayette,5-9,833.0,885,2010.0
47,Lakeside,5-9,0.0,0,2010.0
48,Lakewood,5-9,3502.0,4158,2010.0
49,Larkspur,5-9,0.0,2,2010.0
50,Littleton,5-9,1201.0,1154,2010.0
51,Lone Tree,5-9,559.0,263,2010.0
52,Longmont,5-9,3224.0,3271,2010.0
53,Louisville,5-9,455.0,687,2010.0
54,Lyons,5-9,53.0,46,2010.0
55,Mead,5-9,203.0,220,2010.0
56,Morrison,5-9,0.0,3,2010.0
57,Mountain View,5-9,36.0,47,2010.0
58,Nederland,5-9,28.0,30,2010.0
59,Northglenn,5-9,1047.0,1258,2010.0
60,Parker,5-9,2350.0,2228,2010.0
61,Platteville,5-9,133.0,133,2010.0
62,Sheridan,5-9,181.0,239,2010.0
63,Silver Plume,5-9,0.0,16,2010.0
64,Superior,5-9,594.0,552,2010.0
65,Thornton,5-9,4969.0,4770,2010.0
66,Ward,5-9,0.0,7,2010.0
67,Westminster,5-9,3454.0,3509,2010.0
68,Wheat Ridge,5-9,712.0,849,2010.0
69,Weld County (DRCOG),5-9,2561.0,2521,2010.0
70,Region,5-9,105360.0,108061,2010.0
0,Arvada,10-14,3773.0,3546,2010.0
1,Aurora,10-14,10793.0,10167,2010.0
2,Bennett,10-14,86.0,69,2010.0
3,Black Hawk,10-14,0.0,0,2010.0
4,Boulder City,10-14,1657.0,1798,2010.0
5,Adams County,10-14,15201.0,15844,2010.0
6,Arapahoe County,10-14,18920.0,18421,2010.0
7,Boulder County,10-14,8246.0,8672,2010.0
8,Broomfield City/County,10-14,1770.0,2111,2010.0
9,Clear Creek County,10-14,263.0,240,2010.0
10,Denver City/County,10-14,13748.0,15149,2010.0
11,Douglas County,10-14,10884.0,12613,2010.0
12,Gilpin County,10-14,175.0,87,2010.0
13,Jefferson County,10-14,17135.0,17940,2010.0
14,Bow Mar,10-14,45.0,74,2010.0
15,Weld County,10-14,7805.0,8744,2010.0
16,Brighton,10-14,1064.0,1367,2010.0
17,Castle Pines,10-14,88.0,124,2010.0
18,Castle Pines North,10-14,440.0,374,2010.0
19,Castle Rock,10-14,1639.0,1924,2010.0
20,Centennial,10-14,3481.0,3704,2010.0
21,Central City,10-14,13.0,0,2010.0
22,Cherry Hills Village,10-14,193.0,280,2010.0
23,Columbine Valley,10-14,38.0,44,2010.0
24,Commerce City,10-14,1263.0,1344,2010.0
25,Dacono,10-14,100.0,144,2010.0
26,Deer Trail,10-14,16.0,4,2010.0
27,Edgewater,10-14,217.0,188,2010.0
28,Elizabeth,10-14,81.0,62,2010.0
29,Empire,10-14,0.0,8,2010.0
30,Englewood,10-14,623.0,797,2010.0
31,Erie,10-14,713.0,638,2010.0
32,Federal Heights,10-14,160.0,285,2010.0
33,Firestone,10-14,308.0,319,2010.0
34,Fort Lupton,10-14,274.0,234,2010.0
35,Foxfield,10-14,30.0,62,2010.0
36,Frederick,10-14,203.0,286,2010.0
37,Georgetown,10-14,70.0,50,2010.0
38,Glendale,10-14,86.0,17,2010.0
39,Golden,10-14,343.0,454,2010.0
40,Greenwood Village,10-14,531.0,525,2010.0
41,Hudson,10-14,42.0,85,2010.0
42,Idaho Springs,10-14,59.0,8,2010.0
43,Jamestown,10-14,3.0,20,2010.0
44,Keenesburg,10-14,68.0,61,2010.0
45,Kiowa,10-14,27.0,62,2010.0
46,Lafayette,10-14,768.0,895,2010.0
47,Lakeside,10-14,0.0,0,2010.0
48,Lakewood,10-14,3716.0,4379,2010.0
49,Larkspur,10-14,4.0,5,2010.0
50,Littleton,10-14,1396.0,1361,2010.0
51,Lone Tree,10-14,322.0,321,2010.0
52,Longmont,10-14,3003.0,3164,2010.0
53,Louisville,10-14,549.0,678,2010.0
54,Lyons,10-14,4.0,22,2010.0
55,Mead,10-14,154.0,155,2010.0
56,Morrison,10-14,2.0,2,2010.0
57,Mountain View,10-14,9.0,13,2010.0
58,Nederland,10-14,23.0,52,2010.0
59,Northglenn,10-14,1128.0,1061,2010.0
60,Parker,10-14,1594.0,1848,2010.0
61,Platteville,10-14,80.0,130,2010.0
62,Sheridan,10-14,45.0,203,2010.0
63,Silver Plume,10-14,0.0,13,2010.0
64,Superior,10-14,486.0,440,2010.0
65,Thornton,10-14,4611.0,4384,2010.0
66,Ward,10-14,0.0,6,2010.0
67,Westminster,10-14,3674.0,3908,2010.0
68,Wheat Ridge,10-14,705.0,863,2010.0
69,Weld County (DRCOG),10-14,2029.0,1848,2010.0
70,Region,10-14,95046.0,100895,2010.0
0,Arvada,15-19,3701.0,3551,2010.0
1,Aurora,15-19,10315.0,10415,2010.0
2,Bennett,15-19,83.0,102,2010.0
3,Black Hawk,15-19,0.0,0,2010.0
4,Boulder City,15-19,5454.0,5778,2010.0
5,Adams County,15-19,14087.0,15159,2010.0
6,Arapahoe County,15-19,18421.0,19784,2010.0
7,Boulder County,15-19,11673.0,11970,2010.0
8,Broomfield City/County,15-19,1690.0,1921,2010.0
9,Clear Creek County,15-19,302.0,269,2010.0
10,Denver City/County,15-19,15740.0,16072,2010.0
11,Douglas County,15-19,8449.0,9158,2010.0
12,Gilpin County,15-19,130.0,108,2010.0
13,Jefferson County,15-19,17249.0,19360,2010.0
14,Bow Mar,15-19,42.0,41,2010.0
15,Weld County,15-19,9352.0,9690,2010.0
16,Brighton,15-19,1104.0,891,2010.0
17,Castle Pines,15-19,126.0,74,2010.0
18,Castle Pines North,15-19,219.0,406,2010.0
19,Castle Rock,15-19,1265.0,1293,2010.0
20,Centennial,15-19,3994.0,4160,2010.0
21,Central City,15-19,23.0,11,2010.0
22,Cherry Hills Village,15-19,328.0,344,2010.0
23,Columbine Valley,15-19,39.0,55,2010.0
24,Commerce City,15-19,1245.0,1127,2010.0
25,Dacono,15-19,53.0,85,2010.0
26,Deer Trail,15-19,6.0,3,2010.0
27,Edgewater,15-19,67.0,143,2010.0
28,Elizabeth,15-19,43.0,55,2010.0
29,Empire,15-19,12.0,74,2010.0
30,Englewood,15-19,789.0,837,2010.0
31,Erie,15-19,463.0,380,2010.0
32,Federal Heights,15-19,441.0,600,2010.0
33,Firestone,15-19,270.0,241,2010.0
34,Fort Lupton,15-19,292.0,245,2010.0
35,Foxfield,15-19,58.0,54,2010.0
36,Frederick,15-19,138.0,280,2010.0
37,Georgetown,15-19,31.0,25,2010.0
38,Glendale,15-19,45.0,205,2010.0
39,Golden,15-19,673.0,996,2010.0
40,Greenwood Village,15-19,341.0,738,2010.0
41,Hudson,15-19,44.0,64,2010.0
42,Idaho Springs,15-19,96.0,70,2010.0
43,Jamestown,15-19,19.0,10,2010.0
44,Keenesburg,15-19,55.0,30,2010.0
45,Kiowa,15-19,17.0,1,2010.0
46,Lafayette,15-19,740.0,680,2010.0
47,Lakeside,15-19,0.0,0,2010.0
48,Lakewood,15-19,4602.0,4822,2010.0
49,Larkspur,15-19,0.0,6,2010.0
50,Littleton,15-19,1215.0,1466,2010.0
51,Lone Tree,15-19,368.0,438,2010.0
52,Longmont,15-19,2438.0,2872,2010.0
53,Louisville,15-19,833.0,596,2010.0
54,Lyons,15-19,30.0,45,2010.0
55,Mead,15-19,72.0,90,2010.0
56,Morrison,15-19,2.0,6,2010.0
57,Mountain View,15-19,21.0,19,2010.0
58,Nederland,15-19,48.0,12,2010.0
59,Northglenn,15-19,1635.0,1200,2010.0
60,Parker,15-19,1470.0,1300,2010.0
61,Platteville,15-19,65.0,107,2010.0
62,Sheridan,15-19,289.0,162,2010.0
63,Silver Plume,15-19,0.0,0,2010.0
64,Superior,15-19,442.0,350,2010.0
65,Thornton,15-19,3619.0,3649,2010.0
66,Ward,15-19,0.0,6,2010.0
67,Westminster,15-19,3777.0,3905,2010.0
68,Wheat Ridge,15-19,560.0,935,2010.0
69,Weld County (DRCOG),15-19,1522.0,1702,2010.0
70,Region,15-19,97962.0,104436,2010.0
0,Arvada,20-24,2684.0,3268,2010.0
1,Aurora,20-24,10928.0,11035,2010.0
2,Bennett,20-24,43.0,31,2010.0
3,Black Hawk,20-24,0.0,8,2010.0
4,Boulder City,20-24,8467.0,10391,2010.0
5,Adams County,20-24,14283.0,14921,2010.0
6,Arapahoe County,20-24,17196.0,17416,2010.0
7,Boulder County,20-24,13642.0,16260,2010.0
8,Broomfield City/County,20-24,1426.0,1593,2010.0
9,Clear Creek County,20-24,115.0,136,2010.0
10,Denver City/County,20-24,22900.0,22552,2010.0
11,Douglas County,20-24,4981.0,4770,2010.0
12,Gilpin County,20-24,49.0,57,2010.0
13,Jefferson County,20-24,14994.0,16835,2010.0
14,Bow Mar,20-24,14.0,0,2010.0
15,Weld County,20-24,9208.0,9104,2010.0
16,Brighton,20-24,941.0,983,2010.0
17,Castle Pines,20-24,65.0,10,2010.0
18,Castle Pines North,20-24,122.0,76,2010.0
19,Castle Rock,20-24,810.0,900,2010.0
20,Centennial,20-24,2091.0,2555,2010.0
21,Central City,20-24,22.0,20,2010.0
22,Cherry Hills Village,20-24,82.0,95,2010.0
23,Columbine Valley,20-24,9.0,16,2010.0
24,Commerce City,20-24,1160.0,896,2010.0
25,Dacono,20-24,116.0,135,2010.0
26,Deer Trail,20-24,20.0,15,2010.0
27,Edgewater,20-24,224.0,127,2010.0
28,Elizabeth,20-24,42.0,25,2010.0
29,Empire,20-24,14.0,0,2010.0
30,Englewood,20-24,1131.0,946,2010.0
31,Erie,20-24,346.0,216,2010.0
32,Federal Heights,20-24,609.0,520,2010.0
33,Firestone,20-24,158.0,182,2010.0
34,Fort Lupton,20-24,185.0,448,2010.0
35,Foxfield,20-24,19.0,36,2010.0
36,Frederick,20-24,167.0,189,2010.0
37,Georgetown,20-24,6.0,46,2010.0
38,Glendale,20-24,306.0,148,2010.0
39,Golden,20-24,785.0,1599,2010.0
40,Greenwood Village,20-24,113.0,272,2010.0
41,Hudson,20-24,21.0,40,2010.0
42,Idaho Springs,20-24,68.0,54,2010.0
43,Jamestown,20-24,0.0,0,2010.0
44,Keenesburg,20-24,22.0,5,2010.0
45,Kiowa,20-24,11.0,4,2010.0
46,Lafayette,20-24,442.0,904,2010.0
47,Lakeside,20-24,9.0,0,2010.0
48,Lakewood,20-24,4667.0,5453,2010.0
49,Larkspur,20-24,10.0,11,2010.0
50,Littleton,20-24,1255.0,1295,2010.0
51,Lone Tree,20-24,313.0,189,2010.0
52,Longmont,20-24,2867.0,2509,2010.0
53,Louisville,20-24,449.0,529,2010.0
54,Lyons,20-24,29.0,43,2010.0
55,Mead,20-24,14.0,50,2010.0
56,Morrison,20-24,4.0,8,2010.0
57,Mountain View,20-24,15.0,8,2010.0
58,Nederland,20-24,29.0,21,2010.0
59,Northglenn,20-24,1314.0,1543,2010.0
60,Parker,20-24,1154.0,936,2010.0
61,Platteville,20-24,63.0,76,2010.0
62,Sheridan,20-24,139.0,219,2010.0
63,Silver Plume,20-24,0.0,0,2010.0
64,Superior,20-24,628.0,722,2010.0
65,Thornton,20-24,3559.0,3564,2010.0
66,Ward,20-24,0.0,0,2010.0
67,Westminster,20-24,3697.0,3907,2010.0
68,Wheat Ridge,20-24,1056.0,1039,2010.0
69,Weld County (DRCOG),20-24,1234.0,1418,2010.0
70,Region,20-24,99152.0,103990,2010.0
0,Arvada,25-29,2991.0,2930,2010.0
1,Aurora,25-29,12657.0,12772,2010.0
2,Bennett,25-29,101.0,84,2010.0
3,Black Hawk,25-29,7.0,0,2010.0
4,Boulder City,25-29,4085.0,4773,2010.0
5,Adams County,25-29,17487.0,18042,2010.0
6,Arapahoe County,25-29,20718.0,20321,2010.0
7,Boulder County,25-29,9245.0,10111,2010.0
8,Broomfield City/County,25-29,1547.0,1525,2010.0
9,Clear Creek County,25-29,203.0,215,2010.0
10,Denver City/County,25-29,30640.0,30903,2010.0
11,Douglas County,25-29,7648.0,6726,2010.0
12,Gilpin County,25-29,161.0,125,2010.0
13,Jefferson County,25-29,15887.0,16568,2010.0
14,Bow Mar,25-29,3.0,0,2010.0
15,Weld County,25-29,8605.0,8632,2010.0
16,Brighton,25-29,1064.0,1405,2010.0
17,Castle Pines,25-29,7.0,0,2010.0
18,Castle Pines North,25-29,138.0,72,2010.0
19,Castle Rock,25-29,1530.0,1200,2010.0
20,Centennial,25-29,2310.0,2857,2010.0
21,Central City,25-29,21.0,20,2010.0
22,Cherry Hills Village,25-29,44.0,27,2010.0
23,Columbine Valley,25-29,7.0,13,2010.0
24,Commerce City,25-29,2097.0,2345,2010.0
25,Dacono,25-29,226.0,168,2010.0
26,Deer Trail,25-29,0.0,10,2010.0
27,Edgewater,25-29,325.0,202,2010.0
28,Elizabeth,25-29,84.0,49,2010.0
29,Empire,25-29,3.0,10,2010.0
30,Englewood,25-29,1546.0,1459,2010.0
31,Erie,25-29,319.0,341,2010.0
32,Federal Heights,25-29,408.0,534,2010.0
33,Firestone,25-29,348.0,309,2010.0
34,Fort Lupton,25-29,285.0,357,2010.0
35,Foxfield,25-29,2.0,8,2010.0
36,Frederick,25-29,262.0,274,2010.0
37,Georgetown,25-29,57.0,88,2010.0
38,Glendale,25-29,358.0,377,2010.0
39,Golden,25-29,338.0,710,2010.0
40,Greenwood Village,25-29,415.0,458,2010.0
41,Hudson,25-29,64.0,49,2010.0
42,Idaho Springs,25-29,65.0,44,2010.0
43,Jamestown,25-29,17.0,12,2010.0
44,Keenesburg,25-29,10.0,15,2010.0
45,Kiowa,25-29,12.0,6,2010.0
46,Lafayette,25-29,614.0,525,2010.0
47,Lakeside,25-29,0.0,9,2010.0
48,Lakewood,25-29,4962.0,5385,2010.0
49,Larkspur,25-29,1.0,4,2010.0
50,Littleton,25-29,1377.0,1382,2010.0
51,Lone Tree,25-29,289.0,187,2010.0
52,Longmont,25-29,2957.0,3028,2010.0
53,Louisville,25-29,386.0,409,2010.0
54,Lyons,25-29,31.0,49,2010.0
55,Mead,25-29,118.0,46,2010.0
56,Morrison,25-29,11.0,0,2010.0
57,Mountain View,25-29,26.0,21,2010.0
58,Nederland,25-29,41.0,54,2010.0
59,Northglenn,25-29,1673.0,1782,2010.0
60,Parker,25-29,1343.0,1196,2010.0
61,Platteville,25-29,107.0,96,2010.0
62,Sheridan,25-29,343.0,285,2010.0
63,Silver Plume,25-29,8.0,24,2010.0
64,Superior,25-29,250.0,433,2010.0
65,Thornton,25-29,5203.0,4533,2010.0
66,Ward,25-29,6.0,0,2010.0
67,Westminster,25-29,4074.0,3638,2010.0
68,Wheat Ridge,25-29,1273.0,1166,2010.0
69,Weld County (DRCOG),25-29,1879.0,1776,2010.0
70,Region,25-29,112477.0,113500,2010.0
0,Arvada,30-34,2957.0,2646,2010.0
1,Aurora,30-34,12674.0,12815,2010.0
2,Bennett,30-34,47.0,63,2010.0
3,Black Hawk,30-34,0.0,15,2010.0
4,Boulder City,30-34,2830.0,3321,2010.0
5,Adams County,30-34,16841.0,18024,2010.0
6,Arapahoe County,30-34,19956.0,19889,2010.0
7,Boulder County,30-34,9305.0,10018,2010.0
8,Broomfield City/County,30-34,1908.0,1852,2010.0
9,Clear Creek County,30-34,252.0,293,2010.0
10,Denver City/County,30-34,25996.0,28304,2010.0
11,Douglas County,30-34,10392.0,9467,2010.0
12,Gilpin County,30-34,200.0,186,2010.0
13,Jefferson County,30-34,15463.0,16112,2010.0
14,Bow Mar,30-34,0.0,0,2010.0
15,Weld County,30-34,8387.0,8720,2010.0
16,Brighton,30-34,1379.0,1437,2010.0
17,Castle Pines,30-34,38.0,43,2010.0
18,Castle Pines North,30-34,282.0,244,2010.0
19,Castle Rock,30-34,2213.0,1648,2010.0
20,Centennial,30-34,2395.0,2225,2010.0
21,Central City,30-34,56.0,35,2010.0
22,Cherry Hills Village,30-34,53.0,36,2010.0
23,Columbine Valley,30-34,2.0,0,2010.0
24,Commerce City,30-34,2259.0,2204,2010.0
25,Dacono,30-34,85.0,183,2010.0
26,Deer Trail,30-34,6.0,5,2010.0
27,Edgewater,30-34,292.0,195,2010.0
28,Elizabeth,30-34,69.0,64,2010.0
29,Empire,30-34,0.0,0,2010.0
30,Englewood,30-34,1155.0,1377,2010.0
31,Erie,30-34,614.0,553,2010.0
32,Federal Heights,30-34,263.0,375,2010.0
33,Firestone,30-34,487.0,416,2010.0
34,Fort Lupton,30-34,296.0,257,2010.0
35,Foxfield,30-34,5.0,3,2010.0
36,Frederick,30-34,369.0,389,2010.0
37,Georgetown,30-34,64.0,42,2010.0
38,Glendale,30-34,333.0,436,2010.0
39,Golden,30-34,747.0,926,2010.0
40,Greenwood Village,30-34,316.0,335,2010.0
41,Hudson,30-34,92.0,45,2010.0
42,Idaho Springs,30-34,86.0,95,2010.0
43,Jamestown,30-34,0.0,0,2010.0
44,Keenesburg,30-34,49.0,59,2010.0
45,Kiowa,30-34,33.0,14,2010.0
46,Lafayette,30-34,960.0,1067,2010.0
47,Lakeside,30-34,0.0,0,2010.0
48,Lakewood,30-34,4944.0,4720,2010.0
49,Larkspur,30-34,5.0,0,2010.0
50,Littleton,30-34,1279.0,1051,2010.0
51,Lone Tree,30-34,142.0,161,2010.0
52,Longmont,30-34,3035.0,3264,2010.0
53,Louisville,30-34,660.0,593,2010.0
54,Lyons,30-34,34.0,30,2010.0
55,Mead,30-34,129.0,101,2010.0
56,Morrison,30-34,1.0,3,2010.0
57,Mountain View,30-34,24.0,16,2010.0
58,Nederland,30-34,61.0,67,2010.0
59,Northglenn,30-34,1533.0,1173,2010.0
60,Parker,30-34,1839.0,1757,2010.0
61,Platteville,30-34,126.0,95,2010.0
62,Sheridan,30-34,201.0,227,2010.0
63,Silver Plume,30-34,8.0,13,2010.0
64,Superior,30-34,399.0,437,2010.0
65,Thornton,30-34,4885.0,5216,2010.0
66,Ward,30-34,0.0,0,2010.0
67,Westminster,30-34,3626.0,4399,2010.0
68,Wheat Ridge,30-34,596.0,1111,2010.0
69,Weld County (DRCOG),30-34,2018.0,1897,2010.0
70,Region,30-34,109182.0,113304,2010.0
0,Arvada,35-39,3708.0,3649,2010.0
1,Aurora,35-39,11760.0,13028,2010.0
2,Bennett,35-39,65.0,64,2010.0
3,Black Hawk,35-39,0.0,0,2010.0
4,Boulder City,35-39,2873.0,3484,2010.0
5,Adams County,35-39,16194.0,17456,2010.0
6,Arapahoe County,35-39,20324.0,20892,2010.0
7,Boulder County,35-39,10386.0,10551,2010.0
8,Broomfield City/County,35-39,2098.0,2134,2010.0
9,Clear Creek County,35-39,333.0,368,2010.0
10,Denver City/County,35-39,22306.0,25776,2010.0
11,Douglas County,35-39,12973.0,12399,2010.0
12,Gilpin County,35-39,248.0,271,2010.0
13,Jefferson County,35-39,18246.0,18111,2010.0
14,Bow Mar,35-39,38.0,25,2010.0
15,Weld County,35-39,8915.0,9323,2010.0
16,Brighton,35-39,980.0,1173,2010.0
17,Castle Pines,35-39,167.0,79,2010.0
18,Castle Pines North,35-39,373.0,397,2010.0
19,Castle Rock,35-39,2246.0,2751,2010.0
20,Centennial,35-39,3352.0,2976,2010.0
21,Central City,35-39,34.0,45,2010.0
22,Cherry Hills Village,35-39,186.0,127,2010.0
23,Columbine Valley,35-39,22.0,17,2010.0
24,Commerce City,35-39,1647.0,2141,2010.0
25,Dacono,35-39,177.0,165,2010.0
26,Deer Trail,35-39,3.0,12,2010.0
27,Edgewater,35-39,265.0,231,2010.0
28,Elizabeth,35-39,43.0,67,2010.0
29,Empire,35-39,0.0,5,2010.0
30,Englewood,35-39,1106.0,1505,2010.0
31,Erie,35-39,761.0,706,2010.0
32,Federal Heights,35-39,578.0,490,2010.0
33,Firestone,35-39,254.0,502,2010.0
34,Fort Lupton,35-39,239.0,276,2010.0
