place,Jurisdiction,Age,Females,Males,year
115,Kiowa,25-29,20.0,23,2011.0
116,Lafayette,25-29,687.0,640,2011.0
117,Lakeside,25-29,0.0,7,2011.0
118,Lakewood,25-29,5089.0,5639,2011.0
119,Larkspur,25-29,1.0,9,2011.0
120,Littleton,25-29,1428.0,1335,2011.0
121,Lone Tree,25-29,475.0,440,2011.0
122,Longmont,25-29,2708.0,2796,2011.0
123,Louisville,25-29,432.0,476,2011.0
124,Lyons,25-29,34.0,59,2011.0
125,Mead,25-29,97.0,83,2011.0
126,Morrison,25-29,11.0,0,2011.0
127,Mountain View,25-29,30.0,9,2011.0
128,Nederland,25-29,19.0,41,2011.0
129,Northglenn,25-29,1726.0,1833,2011.0
130,Parker,25-29,1398.0,1309,2011.0
131,Platteville,25-29,56.0,53,2011.0
132,Sheridan,25-29,394.0,290,2011.0
133,Silver Plume,25-29,18.0,22,2011.0
134,Superior,25-29,316.0,371,2011.0
135,Thornton,25-29,5051.0,4639,2011.0
136,Ward,25-29,6.0,0,2011.0
137,Westminster,25-29,4532.0,3826,2011.0
138,Wheat Ridge,25-29,1284.0,1297,2011.0
139,Weld County (DRCOG),25-29,2021.0,1851,2011.0
140,Region,25-29,114752.0,116346,2011.0
71,Arvada,30-34,2987.0,2774,2011.0
72,Aurora,30-34,13129.0,12858,2011.0
73,Bennett,30-34,43.0,61,2011.0
74,Black Hawk,30-34,0.0,8,2011.0
75,Boulder City,30-34,2715.0,3425,2011.0
76,Adams County,30-34,17188.0,18296,2011.0
77,Arapahoe County,30-34,20469.0,20311,2011.0
78,Boulder County,30-34,9395.0,9934,2011.0
79,Broomfield City/County,30-34,1951.0,1942,2011.0
80,Clear Creek County,30-34,245.0,279,2011.0
81,Denver City/County,30-34,26977.0,29123,2011.0
82,Douglas County,30-34,10252.0,9429,2011.0
83,Gilpin County,30-34,191.0,165,2011.0
84,Jefferson County,30-34,15731.0,16228,2011.0
85,Bow Mar,30-34,0.0,0,2011.0
86,Weld County,30-34,8538.0,8930,2011.0
87,Brighton,30-34,1400.0,1527,2011.0
88,Castle Pines North,30-34,267.0,210,2011.0
89,Castle Rock,30-34,1946.0,1455,2011.0
90,Centennial,30-34,2671.0,2541,2011.0
91,Central City,30-34,59.0,24,2011.0
92,Cherry Hills Village,30-34,67.0,61,2011.0
93,Columbine Valley,30-34,3.0,0,2011.0
94,Commerce City,30-34,2133.0,2430,2011.0
95,Dacono,30-34,150.0,241,2011.0
96,Deer Trail,30-34,6.0,10,2011.0
97,Edgewater,30-34,321.0,264,2011.0
98,Elizabeth,30-34,70.0,70,2011.0
99,Empire,30-34,0.0,0,2011.0
100,Englewood,30-34,1026.0,1287,2011.0
101,Erie,30-34,671.0,695,2011.0
102,Federal Heights,30-34,310.0,414,2011.0
103,Firestone,30-34,520.0,373,2011.0
104,Fort Lupton,30-34,321.0,223,2011.0
105,Foxfield,30-34,3.0,6,2011.0
106,Frederick,30-34,358.0,366,2011.0
107,Georgetown,30-34,66.0,59,2011.0
108,Glendale,30-34,231.0,289,2011.0
109,Golden,30-34,659.0,791,2011.0
110,Greenwood Village,30-34,385.0,368,2011.0
111,Hudson,30-34,67.0,100,2011.0
112,Idaho Springs,30-34,55.0,69,2011.0
113,Jamestown,30-34,0.0,0,2011.0
114,Keenesburg,30-34,62.0,54,2011.0
115,Kiowa,30-34,47.0,35,2011.0
116,Lafayette,30-34,960.0,1067,2011.0
117,Lakeside,30-34,0.0,0,2011.0
118,Lakewood,30-34,4749.0,4881,2011.0
119,Larkspur,30-34,8.0,2,2011.0
120,Littleton,30-34,1183.0,1105,2011.0
121,Lone Tree,30-34,224.0,203,2011.0
122,Longmont,30-34,3178.0,3151,2011.0
123,Louisville,30-34,723.0,699,2011.0
124,Lyons,30-34,50.0,38,2011.0
125,Mead,30-34,94.0,104,2011.0
126,Morrison,30-34,2.0,3,2011.0
127,Mountain View,30-34,36.0,21,2011.0
128,Nederland,30-34,43.0,52,2011.0
129,Northglenn,30-34,1540.0,988,2011.0
130,Parker,30-34,1972.0,1857,2011.0
131,Platteville,30-34,105.0,81,2011.0
132,Sheridan,30-34,175.0,252,2011.0
133,Silver Plume,30-34,0.0,32,2011.0
134,Superior,30-34,461.0,560,2011.0
135,Thornton,30-34,5042.0,5132,2011.0
136,Ward,30-34,0.0,0,2011.0
137,Westminster,30-34,3698.0,4642,2011.0
138,Wheat Ridge,30-34,739.0,1092,2011.0
139,Weld County (DRCOG),30-34,2137.0,2096,2011.0
140,Region,30-34,111433.0,115132,2011.0
71,Arvada,35-39,3492.0,3650,2011.0
72,Aurora,35-39,11820.0,13009,2011.0
73,Bennett,35-39,65.0,61,2011.0
74,Black Hawk,35-39,0.0,0,2011.0
75,Boulder City,35-39,2880.0,3319,2011.0
76,Adams County,35-39,16395.0,17640,2011.0
77,Arapahoe County,35-39,20098.0,20871,2011.0
78,Boulder County,35-39,10330.0,9980,2011.0
79,Broomfield City/County,35-39,2266.0,2262,2011.0
80,Clear Creek County,35-39,256.0,326,2011.0
81,Denver City/County,35-39,22566.0,26247,2011.0
82,Douglas County,35-39,12609.0,12128,2011.0
83,Gilpin County,35-39,232.0,201,2011.0
84,Jefferson County,35-39,17919.0,18379,2011.0
85,Bow Mar,35-39,48.0,28,2011.0
86,Weld County,35-39,9218.0,8897,2011.0
87,Brighton,35-39,1126.0,1236,2011.0
88,Castle Pines North,35-39,409.0,469,2011.0
89,Castle Rock,35-39,2421.0,2627,2011.0
90,Centennial,35-39,3359.0,3185,2011.0
91,Central City,35-39,35.0,27,2011.0
92,Cherry Hills Village,35-39,159.0,104,2011.0
93,Columbine Valley,35-39,19.0,17,2011.0
94,Commerce City,35-39,1944.0,2058,2011.0
95,Dacono,35-39,167.0,154,2011.0
96,Deer Trail,35-39,7.0,14,2011.0
97,Edgewater,35-39,260.0,200,2011.0
98,Elizabeth,35-39,67.0,66,2011.0
99,Empire,35-39,0.0,7,2011.0
100,Englewood,35-39,1167.0,1430,2011.0
101,Erie,35-39,773.0,742,2011.0
102,Federal Heights,35-39,582.0,503,2011.0
103,Firestone,35-39,334.0,570,2011.0
104,Fort Lupton,35-39,259.0,192,2011.0
105,Foxfield,35-39,30.0,24,2011.0
106,Frederick,35-39,363.0,386,2011.0
107,Georgetown,35-39,28.0,59,2011.0
108,Glendale,35-39,214.0,324,2011.0
109,Golden,35-39,421.0,669,2011.0
110,Greenwood Village,35-39,328.0,250,2011.0
111,Hudson,35-39,54.0,97,2011.0
112,Idaho Springs,35-39,80.0,72,2011.0
113,Jamestown,35-39,9.0,24,2011.0
114,Keenesburg,35-39,53.0,45,2011.0
115,Kiowa,35-39,25.0,30,2011.0
116,Lafayette,35-39,1265.0,1064,2011.0
117,Lakeside,35-39,0.0,0,2011.0
118,Lakewood,35-39,5225.0,5350,2011.0
119,Larkspur,35-39,4.0,2,2011.0
120,Littleton,35-39,1331.0,1093,2011.0
121,Lone Tree,35-39,422.0,376,2011.0
122,Longmont,35-39,3238.0,2991,2011.0
123,Louisville,35-39,652.0,631,2011.0
124,Lyons,35-39,79.0,85,2011.0
125,Mead,35-39,116.0,62,2011.0
126,Morrison,35-39,0.0,20,2011.0
127,Mountain View,35-39,19.0,12,2011.0
128,Nederland,35-39,59.0,88,2011.0
129,Northglenn,35-39,1253.0,1469,2011.0
130,Parker,35-39,2312.0,2377,2011.0
131,Platteville,35-39,49.0,88,2011.0
132,Sheridan,35-39,114.0,96,2011.0
133,Silver Plume,35-39,9.0,19,2011.0
134,Superior,35-39,554.0,353,2011.0
135,Thornton,35-39,4249.0,4850,2011.0
136,Ward,35-39,0.0,3,2011.0
137,Westminster,35-39,4367.0,3534,2011.0
138,Wheat Ridge,35-39,848.0,950,2011.0
139,Weld County (DRCOG),35-39,2111.0,2218,2011.0
140,Region,35-39,112744.0,117677,2011.0
71,Arvada,40-44,3610.0,3634,2011.0
72,Aurora,40-44,10530.0,10795,2011.0
73,Bennett,40-44,112.0,113,2011.0
74,Black Hawk,40-44,0.0,0,2011.0
75,Boulder City,40-44,2772.0,3031,2011.0
76,Adams County,40-44,14843.0,15743,2011.0
77,Arapahoe County,40-44,21285.0,19775,2011.0
78,Boulder County,40-44,10274.0,10802,2011.0
79,Broomfield City/County,40-44,2284.0,2439,2011.0
80,Clear Creek County,40-44,379.0,404,2011.0
81,Denver City/County,40-44,18531.0,21281,2011.0
82,Douglas County,40-44,13752.0,13323,2011.0
83,Gilpin County,40-44,195.0,263,2011.0
84,Jefferson County,40-44,19077.0,18615,2011.0
85,Bow Mar,40-44,50.0,50,2011.0
86,Weld County,40-44,7727.0,8488,2011.0
87,Brighton,40-44,1118.0,1453,2011.0
88,Castle Pines North,40-44,504.0,425,2011.0
89,Castle Rock,40-44,2113.0,2058,2011.0
90,Centennial,40-44,4539.0,3412,2011.0
91,Central City,40-44,17.0,16,2011.0
92,Cherry Hills Village,40-44,206.0,153,2011.0
93,Columbine Valley,40-44,38.0,19,2011.0
94,Commerce City,40-44,1161.0,1356,2011.0
95,Dacono,40-44,197.0,89,2011.0
96,Deer Trail,40-44,6.0,13,2011.0
97,Edgewater,40-44,121.0,171,2011.0
98,Elizabeth,40-44,26.0,33,2011.0
99,Empire,40-44,3.0,6,2011.0
100,Englewood,40-44,1042.0,922,2011.0
101,Erie,40-44,865.0,953,2011.0
102,Federal Heights,40-44,369.0,332,2011.0
103,Firestone,40-44,396.0,358,2011.0
104,Fort Lupton,40-44,291.0,188,2011.0
105,Foxfield,40-44,31.0,18,2011.0
106,Frederick,40-44,331.0,321,2011.0
107,Georgetown,40-44,44.0,32,2011.0
108,Glendale,40-44,171.0,111,2011.0
109,Golden,40-44,616.0,555,2011.0
110,Greenwood Village,40-44,465.0,391,2011.0
111,Hudson,40-44,74.0,63,2011.0
112,Idaho Springs,40-44,74.0,108,2011.0
113,Jamestown,40-44,29.0,11,2011.0
114,Keenesburg,40-44,59.0,32,2011.0
115,Kiowa,40-44,49.0,30,2011.0
116,Lafayette,40-44,899.0,1016,2011.0
117,Lakeside,40-44,0.0,2,2011.0
118,Lakewood,40-44,4198.0,4842,2011.0
119,Larkspur,40-44,10.0,8,2011.0
120,Littleton,40-44,1568.0,1360,2011.0
121,Lone Tree,40-44,424.0,481,2011.0
122,Longmont,40-44,2960.0,2851,2011.0
123,Louisville,40-44,654.0,685,2011.0
124,Lyons,40-44,61.0,72,2011.0
125,Mead,40-44,126.0,197,2011.0
126,Morrison,40-44,9.0,7,2011.0
127,Mountain View,40-44,17.0,44,2011.0
128,Nederland,40-44,99.0,74,2011.0
129,Northglenn,40-44,1249.0,1172,2011.0
130,Parker,40-44,2161.0,2233,2011.0
131,Platteville,40-44,80.0,117,2011.0
132,Sheridan,40-44,122.0,188,2011.0
133,Silver Plume,40-44,0.0,0,2011.0
134,Superior,40-44,647.0,830,2011.0
135,Thornton,40-44,4618.0,4522,2011.0
136,Ward,40-44,10.0,1,2011.0
137,Westminster,40-44,3762.0,3910,2011.0
138,Wheat Ridge,40-44,848.0,853,2011.0
139,Weld County (DRCOG),40-44,2218.0,2157,2011.0
140,Region,40-44,109275.0,112035,2011.0
71,Arvada,45-49,4812.0,4199,2011.0
72,Aurora,45-49,11326.0,10725,2011.0
73,Bennett,45-49,148.0,114,2011.0
74,Black Hawk,45-49,0.0,0,2011.0
75,Boulder City,45-49,2888.0,2403,2011.0
76,Adams County,45-49,14739.0,15262,2011.0
77,Arapahoe County,45-49,22118.0,20791,2011.0
78,Boulder County,45-49,11200.0,10933,2011.0
79,Broomfield City/County,45-49,2213.0,2183,2011.0
80,Clear Creek County,45-49,405.0,442,2011.0
81,Denver City/County,45-49,17523.0,19062,2011.0
82,Douglas County,45-49,12657.0,12384,2011.0
83,Gilpin County,45-49,235.0,280,2011.0
84,Jefferson County,45-49,23236.0,21943,2011.0
85,Bow Mar,45-49,36.0,66,2011.0
86,Weld County,45-49,8400.0,8743,2011.0
87,Brighton,45-49,1165.0,1234,2011.0
88,Castle Pines North,45-49,581.0,580,2011.0
89,Castle Rock,45-49,1993.0,1852,2011.0
90,Centennial,45-49,4556.0,4188,2011.0
91,Central City,45-49,13.0,31,2011.0
92,Cherry Hills Village,45-49,292.0,241,2011.0
93,Columbine Valley,45-49,59.0,36,2011.0
94,Commerce City,45-49,936.0,1225,2011.0
95,Dacono,45-49,99.0,78,2011.0
96,Deer Trail,45-49,35.0,16,2011.0
97,Edgewater,45-49,276.0,161,2011.0
98,Elizabeth,45-49,48.0,34,2011.0
99,Empire,45-49,5.0,17,2011.0
100,Englewood,45-49,1303.0,1040,2011.0
101,Erie,45-49,753.0,647,2011.0
102,Federal Heights,45-49,291.0,209,2011.0
103,Firestone,45-49,284.0,390,2011.0
104,Fort Lupton,45-49,232.0,298,2011.0
105,Foxfield,45-49,71.0,40,2011.0
106,Frederick,45-49,282.0,314,2011.0
107,Georgetown,45-49,27.0,77,2011.0
108,Glendale,45-49,45.0,120,2011.0
109,Golden,45-49,766.0,688,2011.0
110,Greenwood Village,45-49,726.0,566,2011.0
111,Hudson,45-49,61.0,129,2011.0
112,Idaho Springs,45-49,152.0,101,2011.0
113,Jamestown,45-49,7.0,21,2011.0
114,Keenesburg,45-49,25.0,68,2011.0
115,Kiowa,45-49,17.0,38,2011.0
116,Lafayette,45-49,1083.0,835,2011.0
117,Lakeside,45-49,0.0,0,2011.0
118,Lakewood,45-49,4937.0,5200,2011.0
119,Larkspur,45-49,17.0,15,2011.0
120,Littleton,45-49,1834.0,1626,2011.0
121,Lone Tree,45-49,509.0,463,2011.0
122,Longmont,45-49,3246.0,3659,2011.0
123,Louisville,45-49,755.0,900,2011.0
124,Lyons,45-49,68.0,53,2011.0
125,Mead,45-49,252.0,118,2011.0
126,Morrison,45-49,19.0,12,2011.0
127,Mountain View,45-49,8.0,23,2011.0
128,Nederland,45-49,60.0,59,2011.0
129,Northglenn,45-49,1191.0,1135,2011.0
130,Parker,45-49,1795.0,1873,2011.0
131,Platteville,45-49,76.0,138,2011.0
132,Sheridan,45-49,198.0,56,2011.0
133,Silver Plume,45-49,16.0,3,2011.0
134,Superior,45-49,632.0,574,2011.0
135,Thornton,45-49,4270.0,3990,2011.0
136,Ward,45-49,6.0,8,2011.0
137,Westminster,45-49,3970.0,4394,2011.0
138,Wheat Ridge,45-49,1152.0,1031,2011.0
139,Weld County (DRCOG),45-49,2267.0,2519,2011.0
140,Region,45-49,114039.0,113218,2011.0
71,Arvada,50-54,4679.0,4545,2011.0
72,Aurora,50-54,10882.0,9982,2011.0
73,Bennett,50-54,64.0,96,2011.0
74,Black Hawk,50-54,8.0,1,2011.0
75,Boulder City,50-54,2597.0,2461,2011.0
76,Adams County,50-54,13611.0,13688,2011.0
77,Arapahoe County,50-54,21647.0,20188,2011.0
78,Boulder County,50-54,11360.0,10848,2011.0
79,Broomfield City/County,50-54,1979.0,1973,2011.0
80,Clear Creek County,50-54,478.0,539,2011.0
81,Denver City/County,50-54,17542.0,18050,2011.0
82,Douglas County,50-54,10458.0,10299,2011.0
83,Gilpin County,50-54,303.0,323,2011.0
84,Jefferson County,50-54,23216.0,22447,2011.0
85,Bow Mar,50-54,58.0,61,2011.0
86,Weld County,50-54,8247.0,8300,2011.0
87,Brighton,50-54,889.0,831,2011.0
88,Castle Pines North,50-54,341.0,325,2011.0
89,Castle Rock,50-54,1488.0,1526,2011.0
90,Centennial,50-54,4637.0,4271,2011.0
91,Central City,50-54,9.0,28,2011.0
92,Cherry Hills Village,50-54,368.0,317,2011.0
93,Columbine Valley,50-54,69.0,118,2011.0
94,Commerce City,50-54,1239.0,996,2011.0
95,Dacono,50-54,172.0,125,2011.0
96,Deer Trail,50-54,24.0,34,2011.0
97,Edgewater,50-54,120.0,159,2011.0
98,Elizabeth,50-54,45.0,47,2011.0
99,Empire,50-54,38.0,5,2011.0
100,Englewood,50-54,934.0,1258,2011.0
101,Erie,50-54,731.0,703,2011.0
102,Federal Heights,50-54,287.0,352,2011.0
103,Firestone,50-54,334.0,221,2011.0
104,Fort Lupton,50-54,168.0,251,2011.0
105,Foxfield,50-54,26.0,50,2011.0
106,Frederick,50-54,259.0,380,2011.0
107,Georgetown,50-54,43.0,63,2011.0
108,Glendale,50-54,28.0,128,2011.0
109,Golden,50-54,645.0,682,2011.0
110,Greenwood Village,50-54,593.0,806,2011.0
111,Hudson,50-54,25.0,50,2011.0
112,Idaho Springs,50-54,69.0,71,2011.0
113,Jamestown,50-54,19.0,8,2011.0
114,Keenesburg,50-54,35.0,30,2011.0
115,Kiowa,50-54,10.0,29,2011.0
116,Lafayette,50-54,1070.0,951,2011.0
117,Lakeside,50-54,0.0,0,2011.0
118,Lakewood,50-54,5633.0,5659,2011.0
119,Larkspur,50-54,7.0,11,2011.0
120,Littleton,50-54,2058.0,1809,2011.0
121,Lone Tree,50-54,344.0,440,2011.0
122,Longmont,50-54,3030.0,3013,2011.0
123,Louisville,50-54,1119.0,821,2011.0
124,Lyons,50-54,84.0,84,2011.0
125,Mead,50-54,109.0,216,2011.0
126,Morrison,50-54,15.0,15,2011.0
127,Mountain View,50-54,19.0,22,2011.0
128,Nederland,50-54,46.0,108,2011.0
129,Northglenn,50-54,1059.0,1290,2011.0
130,Parker,50-54,1454.0,1211,2011.0
131,Platteville,50-54,90.0,80,2011.0
132,Sheridan,50-54,130.0,145,2011.0
133,Silver Plume,50-54,8.0,0,2011.0
134,Superior,50-54,421.0,564,2011.0
135,Thornton,50-54,3626.0,3455,2011.0
136,Ward,50-54,6.0,2,2011.0
137,Westminster,50-54,3943.0,3713,2011.0
138,Wheat Ridge,50-54,1375.0,1198,2011.0
139,Weld County (DRCOG),50-54,1922.0,2048,2011.0
140,Region,50-54,110040.0,107871,2011.0
71,Arvada,55-59,3798.0,3638,2011.0
72,Aurora,55-59,9809.0,8901,2011.0
73,Bennett,55-59,61.0,34,2011.0
74,Black Hawk,55-59,11.0,7,2011.0
75,Boulder City,55-59,2852.0,2474,2011.0
76,Adams County,55-59,11801.0,11761,2011.0
77,Arapahoe County,55-59,18426.0,17429,2011.0
78,Boulder County,55-59,10055.0,9510,2011.0
79,Broomfield City/County,55-59,1876.0,1820,2011.0
80,Clear Creek County,55-59,584.0,460,2011.0
81,Denver City/County,55-59,16542.0,16170,2011.0
82,Douglas County,55-59,8556.0,8314,2011.0
83,Gilpin County,55-59,247.0,273,2011.0
84,Jefferson County,55-59,20438.0,19551,2011.0
85,Bow Mar,55-59,35.0,31,2011.0
86,Weld County,55-59,7238.0,7253,2011.0
87,Brighton,55-59,778.0,920,2011.0
88,Castle Pines North,55-59,239.0,265,2011.0
89,Castle Rock,55-59,1314.0,1228,2011.0
90,Centennial,55-59,4058.0,3975,2011.0
91,Central City,55-59,10.0,29,2011.0
92,Cherry Hills Village,55-59,251.0,332,2011.0
93,Columbine Valley,55-59,73.0,71,2011.0
94,Commerce City,55-59,1084.0,1088,2011.0
95,Dacono,55-59,88.0,147,2011.0
96,Deer Trail,55-59,6.0,7,2011.0
97,Edgewater,55-59,71.0,95,2011.0
98,Elizabeth,55-59,34.0,37,2011.0
99,Empire,55-59,23.0,40,2011.0
100,Englewood,55-59,912.0,978,2011.0
101,Erie,55-59,551.0,511,2011.0
102,Federal Heights,55-59,356.0,156,2011.0
103,Firestone,55-59,185.0,233,2011.0
104,Fort Lupton,55-59,165.0,245,2011.0
105,Foxfield,55-59,24.0,27,2011.0
106,Frederick,55-59,204.0,261,2011.0
107,Georgetown,55-59,24.0,39,2011.0
108,Glendale,55-59,122.0,119,2011.0
109,Golden,55-59,672.0,551,2011.0
110,Greenwood Village,55-59,632.0,559,2011.0
111,Hudson,55-59,74.0,68,2011.0
112,Idaho Springs,55-59,89.0,76,2011.0
113,Jamestown,55-59,10.0,22,2011.0
114,Keenesburg,55-59,22.0,4,2011.0
115,Kiowa,55-59,21.0,25,2011.0
116,Lafayette,55-59,944.0,894,2011.0
117,Lakeside,55-59,0.0,0,2011.0
118,Lakewood,55-59,4922.0,4741,2011.0
119,Larkspur,55-59,15.0,14,2011.0
120,Littleton,55-59,1320.0,1420,2011.0
121,Lone Tree,55-59,382.0,318,2011.0
122,Longmont,55-59,2456.0,2427,2011.0
123,Louisville,55-59,664.0,773,2011.0
124,Lyons,55-59,83.0,131,2011.0
125,Mead,55-59,126.0,164,2011.0
126,Morrison,55-59,14.0,23,2011.0
127,Mountain View,55-59,0.0,18,2011.0
128,Nederland,55-59,47.0,64,2011.0
129,Northglenn,55-59,882.0,826,2011.0
130,Parker,55-59,832.0,859,2011.0
131,Platteville,55-59,61.0,58,2011.0
132,Sheridan,55-59,98.0,153,2011.0
133,Silver Plume,55-59,0.0,11,2011.0
134,Superior,55-59,286.0,239,2011.0
135,Thornton,55-59,3264.0,3179,2011.0
136,Ward,55-59,7.0,0,2011.0
137,Westminster,55-59,3461.0,3062,2011.0
138,Wheat Ridge,55-59,1187.0,991,2011.0
139,Weld County (DRCOG),55-59,1968.0,1948,2011.0
140,Region,55-59,96751.0,93633,2011.0
71,Arvada,60-64,3350.0,2846,2011.0
72,Aurora,60-64,8436.0,6093,2011.0
73,Bennett,60-64,53.0,16,2011.0
74,Black Hawk,60-64,5.0,8,2011.0
75,Boulder City,60-64,1952.0,1992,2011.0
76,Adams County,60-64,8695.0,8104,2011.0
77,Arapahoe County,60-64,15397.0,13333,2011.0
78,Boulder County,60-64,7034.0,7466,2011.0
79,Broomfield City/County,60-64,1147.0,994,2011.0
80,Clear Creek County,60-64,228.0,408,2011.0
81,Denver City/County,60-64,14140.0,13299,2011.0
82,Douglas County,60-64,6347.0,6010,2011.0
83,Gilpin County,60-64,183.0,254,2011.0
84,Jefferson County,60-64,16285.0,15538,2011.0
85,Bow Mar,60-64,35.0,22,2011.0
86,Weld County,60-64,5729.0,5470,2011.0
87,Brighton,60-64,803.0,508,2011.0
88,Castle Pines North,60-64,255.0,235,2011.0
89,Castle Rock,60-64,830.0,736,2011.0
90,Centennial,60-64,3164.0,3358,2011.0
91,Central City,60-64,23.0,15,2011.0
92,Cherry Hills Village,60-64,190.0,280,2011.0
93,Columbine Valley,60-64,63.0,67,2011.0
94,Commerce City,60-64,535.0,683,2011.0
95,Dacono,60-64,126.0,129,2011.0
96,Deer Trail,60-64,7.0,32,2011.0
97,Edgewater,60-64,98.0,99,2011.0
98,Elizabeth,60-64,12.0,8,2011.0
99,Empire,60-64,8.0,14,2011.0
100,Englewood,60-64,739.0,592,2011.0
101,Erie,60-64,207.0,292,2011.0
102,Federal Heights,60-64,238.0,213,2011.0
103,Firestone,60-64,181.0,214,2011.0
104,Fort Lupton,60-64,163.0,115,2011.0
105,Foxfield,60-64,24.0,37,2011.0
106,Frederick,60-64,184.0,88,2011.0
107,Georgetown,60-64,19.0,7,2011.0
108,Glendale,60-64,17.0,27,2011.0
109,Golden,60-64,506.0,546,2011.0
110,Greenwood Village,60-64,591.0,639,2011.0
111,Hudson,60-64,67.0,116,2011.0
112,Idaho Springs,60-64,58.0,59,2011.0
113,Jamestown,60-64,8.0,11,2011.0
114,Keenesburg,60-64,40.0,15,2011.0
115,Kiowa,60-64,10.0,36,2011.0
116,Lafayette,60-64,565.0,518,2011.0
117,Lakeside,60-64,0.0,0,2011.0
118,Lakewood,60-64,4402.0,3737,2011.0
119,Larkspur,60-64,5.0,4,2011.0
120,Littleton,60-64,1183.0,976,2011.0
121,Lone Tree,60-64,282.0,291,2011.0
122,Longmont,60-64,2021.0,1868,2011.0
123,Louisville,60-64,510.0,478,2011.0
124,Lyons,60-64,81.0,39,2011.0
125,Mead,60-64,66.0,74,2011.0
126,Morrison,60-64,28.0,6,2011.0
127,Mountain View,60-64,10.0,15,2011.0
128,Nederland,60-64,37.0,25,2011.0
129,Northglenn,60-64,831.0,630,2011.0
130,Parker,60-64,547.0,500,2011.0
131,Platteville,60-64,51.0,51,2011.0
132,Sheridan,60-64,181.0,121,2011.0
133,Silver Plume,60-64,6.0,15,2011.0
134,Superior,60-64,67.0,132,2011.0
135,Thornton,60-64,1911.0,1986,2011.0
136,Ward,60-64,2.0,9,2011.0
137,Westminster,60-64,2686.0,2298,2011.0
138,Wheat Ridge,60-64,888.0,946,2011.0
139,Weld County (DRCOG),60-64,1363.0,1329,2011.0
140,Region,60-64,75890.0,71599,2011.0
71,Arvada,65-69,2518.0,2032,2011.0
72,Aurora,65-69,5400.0,4298,2011.0
73,Bennett,65-69,16.0,31,2011.0
74,Black Hawk,65-69,12.0,13,2011.0
75,Boulder City,65-69,1330.0,1228,2011.0
76,Adams County,65-69,6741.0,5360,2011.0
77,Arapahoe County,65-69,9925.0,8310,2011.0
78,Boulder County,65-69,4802.0,4547,2011.0
79,Broomfield City/County,65-69,923.0,681,2011.0
80,Clear Creek County,65-69,175.0,187,2011.0
81,Denver City/County,65-69,9633.0,8192,2011.0
82,Douglas County,65-69,4007.0,3724,2011.0
83,Gilpin County,65-69,108.0,181,2011.0
84,Jefferson County,65-69,11113.0,9775,2011.0
85,Bow Mar,65-69,15.0,20,2011.0
86,Weld County,65-69,3790.0,3570,2011.0
87,Brighton,65-69,550.0,307,2011.0
88,Castle Pines North,65-69,212.0,189,2011.0
89,Castle Rock,65-69,648.0,455,2011.0
90,Centennial,65-69,1899.0,1942,2011.0
91,Central City,65-69,5.0,9,2011.0
92,Cherry Hills Village,65-69,132.0,144,2011.0
93,Columbine Valley,65-69,61.0,48,2011.0
94,Commerce City,65-69,490.0,591,2011.0
95,Dacono,65-69,60.0,26,2011.0
96,Deer Trail,65-69,0.0,8,2011.0
97,Edgewater,65-69,111.0,39,2011.0
98,Elizabeth,65-69,3.0,2,2011.0
99,Empire,65-69,2.0,12,2011.0
100,Englewood,65-69,373.0,461,2011.0
101,Erie,65-69,319.0,273,2011.0
102,Federal Heights,65-69,195.0,303,2011.0
103,Firestone,65-69,34.0,119,2011.0
104,Fort Lupton,65-69,59.0,92,2011.0
105,Foxfield,65-69,27.0,27,2011.0
106,Frederick,65-69,69.0,77,2011.0
107,Georgetown,65-69,25.0,6,2011.0
108,Glendale,65-69,34.0,33,2011.0
109,Golden,65-69,264.0,336,2011.0
110,Greenwood Village,65-69,419.0,237,2011.0
111,Hudson,65-69,23.0,23,2011.0
112,Idaho Springs,65-69,55.0,19,2011.0
113,Jamestown,65-69,2.0,14,2011.0
114,Keenesburg,65-69,18.0,26,2011.0
115,Kiowa,65-69,12.0,9,2011.0
116,Lafayette,65-69,388.0,342,2011.0
117,Lakeside,65-69,0.0,0,2011.0
118,Lakewood,65-69,3291.0,2782,2011.0
119,Larkspur,65-69,2.0,2,2011.0
120,Littleton,65-69,997.0,652,2011.0
121,Lone Tree,65-69,260.0,214,2011.0
122,Longmont,65-69,1466.0,1146,2011.0
123,Louisville,65-69,236.0,318,2011.0
124,Lyons,65-69,40.0,43,2011.0
125,Mead,65-69,59.0,27,2011.0
126,Morrison,65-69,6.0,19,2011.0
127,Mountain View,65-69,16.0,10,2011.0
128,Nederland,65-69,18.0,4,2011.0
129,Northglenn,65-69,672.0,396,2011.0
130,Parker,65-69,494.0,388,2011.0
131,Platteville,65-69,64.0,50,2011.0
132,Sheridan,65-69,132.0,68,2011.0
133,Silver Plume,65-69,6.0,0,2011.0
134,Superior,65-69,69.0,63,2011.0
135,Thornton,65-69,1489.0,1053,2011.0
136,Ward,65-69,0.0,2,2011.0
137,Westminster,65-69,1589.0,1441,2011.0
138,Wheat Ridge,65-69,583.0,525,2011.0
139,Weld County (DRCOG),65-69,840.0,762,2011.0
140,Region,65-69,51549.0,44959,2011.0
71,Arvada,70-74,1804.0,1355,2011.0
72,Aurora,70-74,3467.0,3137,2011.0
73,Bennett,70-74,20.0,10,2011.0
74,Black Hawk,70-74,0.0,0,2011.0
75,Boulder City,70-74,1032.0,750,2011.0
